,Vehicles,Month,Day,Hour,Vehicles_lag_1,Vehicles_lag_2
2016-08-20 14:00:00,22,8,20,14,33.0,13.0
2016-08-20 15:00:00,22,8,20,15,22.0,33.0
2016-08-20 16:00:00,13,8,20,16,22.0,22.0
2016-08-20 17:00:00,12,8,20,17,13.0,22.0
2016-08-20 18:00:00,14,8,20,18,12.0,13.0
2016-08-20 19:00:00,9,8,20,19,14.0,12.0
2016-08-20 20:00:00,12,8,20,20,9.0,14.0
2016-08-20 21:00:00,11,8,20,21,12.0,9.0
2016-08-20 22:00:00,12,8,20,22,11.0,12.0
2016-08-20 23:00:00,10,8,20,23,12.0,11.0
2016-08-21 00:00:00,11,8,21,0,10.0,12.0
2016-08-21 01:00:00,9,8,21,1,11.0,10.0
2016-08-21 02:00:00,6,8,21,2,9.0,11.0
2016-08-21 03:00:00,3,8,21,3,6.0,9.0
2016-08-21 04:00:00,4,8,21,4,3.0,6.0
2016-08-21 05:00:00,7,8,21,5,4.0,3.0
2016-08-21 06:00:00,4,8,21,6,7.0,4.0
2016-08-21 07:00:00,3,8,21,7,4.0,7.0
2016-08-21 08:00:00,7,8,21,8,3.0,4.0
2016-08-21 09:00:00,8,8,21,9,7.0,3.0
2016-08-21 10:00:00,9,8,21,10,8.0,7.0
2016-08-21 11:00:00,8,8,21,11,9.0,8.0
2016-08-21 12:00:00,11,8,21,12,8.0,9.0
2016-08-21 13:00:00,11,8,21,13,11.0,8.0
2016-08-21 14:00:00,7,8,21,14,11.0,11.0
2016-08-21 15:00:00,5,8,21,15,7.0,11.0
2016-08-21 16:00:00,9,8,21,16,5.0,7.0
2016-08-21 17:00:00,7,8,21,17,9.0,5.0
2016-08-21 18:00:00,11,8,21,18,7.0,9.0
2016-08-21 19:00:00,12,8,21,19,11.0,7.0
2016-08-21 20:00:00,14,8,21,20,12.0,11.0
2016-08-21 21:00:00,11,8,21,21,14.0,12.0
2016-08-21 22:00:00,15,8,21,22,11.0,14.0
2016-08-21 23:00:00,14,8,21,23,15.0,11.0
2016-08-22 00:00:00,9,8,22,0,14.0,15.0
2016-08-22 01:00:00,5,8,22,1,9.0,14.0
2016-08-22 02:00:00,6,8,22,2,5.0,9.0
2016-08-22 03:00:00,8,8,22,3,6.0,5.0
2016-08-22 04:00:00,5,8,22,4,8.0,6.0
2016-08-22 05:00:00,5,8,22,5,5.0,8.0
2016-08-22 06:00:00,5,8,22,6,5.0,5.0
2016-08-22 07:00:00,7,8,22,7,5.0,5.0
2016-08-22 08:00:00,6,8,22,8,7.0,5.0
2016-08-22 09:00:00,9,8,22,9,6.0,7.0
2016-08-22 10:00:00,11,8,22,10,9.0,6.0
2016-08-22 11:00:00,21,8,22,11,11.0,9.0
2016-08-22 12:00:00,21,8,22,12,21.0,11.0
2016-08-22 13:00:00,16,8,22,13,21.0,21.0
2016-08-22 14:00:00,16,8,22,14,16.0,21.0
2016-08-22 15:00:00,15,8,22,15,16.0,16.0
2016-08-22 16:00:00,16,8,22,16,15.0,16.0
2016-08-22 17:00:00,16,8,22,17,16.0,15.0
2016-08-22 18:00:00,31,8,22,18,16.0,16.0
2016-08-22 19:00:00,21,8,22,19,31.0,16.0
2016-08-22 20:00:00,19,8,22,20,21.0,31.0
2016-08-22 21:00:00,16,8,22,21,19.0,21.0
2016-08-22 22:00:00,20,8,22,22,16.0,19.0
2016-08-22 23:00:00,19,8,22,23,20.0,16.0
2016-08-23 00:00:00,15,8,23,0,19.0,20.0
2016-08-23 01:00:00,12,8,23,1,15.0,19.0
2016-08-23 02:00:00,12,8,23,2,12.0,15.0
2016-08-23 03:00:00,3,8,23,3,12.0,12.0
2016-08-23 04:00:00,5,8,23,4,3.0,12.0
2016-08-23 05:00:00,9,8,23,5,5.0,3.0
2016-08-23 06:00:00,7,8,23,6,9.0,5.0
2016-08-23 07:00:00,9,8,23,7,7.0,9.0
2016-08-23 08:00:00,10,8,23,8,9.0,7.0
2016-08-23 09:00:00,9,8,23,9,10.0,9.0
2016-08-23 10:00:00,19,8,23,10,9.0,10.0
2016-08-23 11:00:00,17,8,23,11,19.0,9.0
2016-08-23 12:00:00,18,8,23,12,17.0,19.0
2016-08-23 13:00:00,17,8,23,13,18.0,17.0
2016-08-23 14:00:00,19,8,23,14,17.0,18.0
2016-08-23 15:00:00,15,8,23,15,19.0,17.0
2016-08-23 16:00:00,17,8,23,16,15.0,19.0
2016-08-23 17:00:00,22,8,23,17,17.0,15.0
2016-08-23 18:00:00,22,8,23,18,22.0,17.0
2016-08-23 19:00:00,20,8,23,19,22.0,22.0
2016-08-23 20:00:00,20,8,23,20,20.0,22.0
2016-08-23 21:00:00,14,8,23,21,20.0,20.0
2016-08-23 22:00:00,17,8,23,22,14.0,20.0
2016-08-23 23:00:00,13,8,23,23,17.0,14.0
2016-08-24 00:00:00,16,8,24,0,13.0,17.0
2016-08-24 01:00:00,9,8,24,1,16.0,13.0
2016-08-24 02:00:00,12,8,24,2,9.0,16.0
2016-08-24 03:00:00,6,8,24,3,12.0,9.0
2016-08-24 04:00:00,3,8,24,4,6.0,12.0
2016-08-24 05:00:00,4,8,24,5,3.0,6.0
2016-08-24 06:00:00,9,8,24,6,4.0,3.0
2016-08-24 07:00:00,8,8,24,7,9.0,4.0
2016-08-24 08:00:00,9,8,24,8,8.0,9.0
2016-08-24 09:00:00,13,8,24,9,9.0,8.0
2016-08-24 10:00:00,14,8,24,10,13.0,9.0
2016-08-24 11:00:00,18,8,24,11,14.0,13.0
2016-08-24 12:00:00,20,8,24,12,18.0,14.0
2016-08-24 13:00:00,16,8,24,13,20.0,18.0
2016-08-24 14:00:00,20,8,24,14,16.0,20.0
2016-08-24 15:00:00,15,8,24,15,20.0,16.0
2016-08-24 16:00:00,15,8,24,16,15.0,20.0
2016-08-24 17:00:00,18,8,24,17,15.0,15.0
2016-08-24 18:00:00,19,8,24,18,18.0,15.0
2016-08-24 19:00:00,58,8,24,19,19.0,18.0
2016-08-24 20:00:00,43,8,24,20,58.0,19.0
2016-08-24 21:00:00,33,8,24,21,43.0,58.0
2016-08-24 22:00:00,29,8,24,22,33.0,43.0
2016-08-24 23:00:00,26,8,24,23,29.0,33.0
2016-08-25 00:00:00,22,8,25,0,26.0,29.0
2016-08-25 01:00:00,10,8,25,1,22.0,26.0
2016-08-25 02:00:00,8,8,25,2,10.0,22.0
2016-08-25 03:00:00,11,8,25,3,8.0,10.0
2016-08-25 04:00:00,9,8,25,4,11.0,8.0
2016-08-25 05:00:00,6,8,25,5,9.0,11.0
2016-08-25 06:00:00,8,8,25,6,6.0,9.0
2016-08-25 07:00:00,8,8,25,7,8.0,6.0
2016-08-25 08:00:00,15,8,25,8,8.0,8.0
2016-08-25 09:00:00,18,8,25,9,15.0,8.0
2016-08-25 10:00:00,21,8,25,10,18.0,15.0
2016-08-25 11:00:00,23,8,25,11,21.0,18.0
2016-08-25 12:00:00,25,8,25,12,23.0,21.0
2016-08-25 13:00:00,21,8,25,13,25.0,23.0
2016-08-25 14:00:00,28,8,25,14,21.0,25.0
2016-08-25 15:00:00,24,8,25,15,28.0,21.0
2016-08-25 16:00:00,28,8,25,16,24.0,28.0
2016-08-25 17:00:00,16,8,25,17,28.0,24.0
2016-08-25 18:00:00,21,8,25,18,16.0,28.0
2016-08-25 19:00:00,23,8,25,19,21.0,16.0
2016-08-25 20:00:00,20,8,25,20,23.0,21.0
2016-08-25 21:00:00,20,8,25,21,20.0,23.0
2016-08-25 22:00:00,16,8,25,22,20.0,20.0
2016-08-25 23:00:00,14,8,25,23,16.0,20.0
2016-08-26 00:00:00,12,8,26,0,14.0,16.0
2016-08-26 01:00:00,12,8,26,1,12.0,14.0
2016-08-26 02:00:00,11,8,26,2,12.0,12.0
2016-08-26 03:00:00,6,8,26,3,11.0,12.0
2016-08-26 04:00:00,11,8,26,4,6.0,11.0
2016-08-26 05:00:00,4,8,26,5,11.0,6.0
2016-08-26 06:00:00,5,8,26,6,4.0,11.0
2016-08-26 07:00:00,7,8,26,7,5.0,4.0
2016-08-26 08:00:00,11,8,26,8,7.0,5.0
2016-08-26 09:00:00,13,8,26,9,11.0,7.0
2016-08-26 10:00:00,21,8,26,10,13.0,11.0
2016-08-26 11:00:00,23,8,26,11,21.0,13.0
2016-08-26 12:00:00,22,8,26,12,23.0,21.0
2016-08-26 13:00:00,13,8,26,13,22.0,23.0
2016-08-26 14:00:00,20,8,26,14,13.0,22.0
2016-08-26 15:00:00,20,8,26,15,20.0,13.0
2016-08-26 16:00:00,18,8,26,16,20.0,20.0
2016-08-26 17:00:00,22,8,26,17,18.0,20.0
2016-08-26 18:00:00,26,8,26,18,22.0,18.0
2016-08-26 19:00:00,18,8,26,19,26.0,22.0
2016-08-26 20:00:00,18,8,26,20,18.0,26.0
2016-08-26 21:00:00,16,8,26,21,18.0,18.0
2016-08-26 22:00:00,16,8,26,22,16.0,18.0
2016-08-26 23:00:00,17,8,26,23,16.0,16.0
2016-08-27 00:00:00,16,8,27,0,17.0,16.0
2016-08-27 01:00:00,6,8,27,1,16.0,17.0
2016-08-27 02:00:00,8,8,27,2,6.0,16.0
2016-08-27 03:00:00,8,8,27,3,8.0,6.0
2016-08-27 04:00:00,2,8,27,4,8.0,8.0
2016-08-27 05:00:00,4,8,27,5,2.0,8.0
2016-08-27 06:00:00,7,8,27,6,4.0,2.0
2016-08-27 07:00:00,9,8,27,7,7.0,4.0
2016-08-27 08:00:00,9,8,27,8,9.0,7.0
2016-08-27 09:00:00,11,8,27,9,9.0,9.0
2016-08-27 10:00:00,14,8,27,10,11.0,9.0
2016-08-27 11:00:00,16,8,27,11,14.0,11.0
2016-08-27 12:00:00,16,8,27,12,16.0,14.0
2016-08-27 13:00:00,16,8,27,13,16.0,16.0
2016-08-27 14:00:00,19,8,27,14,16.0,16.0
2016-08-27 15:00:00,18,8,27,15,19.0,16.0
2016-08-27 16:00:00,20,8,27,16,18.0,19.0
2016-08-27 17:00:00,17,8,27,17,20.0,18.0
2016-08-27 18:00:00,24,8,27,18,17.0,20.0
2016-08-27 19:00:00,44,8,27,19,24.0,17.0
2016-08-27 20:00:00,78,8,27,20,44.0,24.0
2016-08-27 21:00:00,84,8,27,21,78.0,44.0
2016-08-27 22:00:00,41,8,27,22,84.0,78.0
2016-08-27 23:00:00,32,8,27,23,41.0,84.0
2016-08-28 00:00:00,28,8,28,0,32.0,41.0
2016-08-28 01:00:00,18,8,28,1,28.0,32.0
2016-08-28 02:00:00,12,8,28,2,18.0,28.0
2016-08-28 03:00:00,6,8,28,3,12.0,18.0
2016-08-28 04:00:00,11,8,28,4,6.0,12.0
2016-08-28 05:00:00,6,8,28,5,11.0,6.0
2016-08-28 06:00:00,6,8,28,6,6.0,11.0
2016-08-28 07:00:00,11,8,28,7,6.0,6.0
2016-08-28 08:00:00,8,8,28,8,11.0,6.0
2016-08-28 09:00:00,14,8,28,9,8.0,11.0
2016-08-28 10:00:00,17,8,28,10,14.0,8.0
2016-08-28 11:00:00,20,8,28,11,17.0,14.0
2016-08-28 12:00:00,18,8,28,12,20.0,17.0
2016-08-28 13:00:00,16,8,28,13,18.0,20.0
2016-08-28 14:00:00,14,8,28,14,16.0,18.0
2016-08-28 15:00:00,14,8,28,15,14.0,16.0
2016-08-28 16:00:00,17,8,28,16,14.0,14.0
2016-08-28 17:00:00,16,8,28,17,17.0,14.0
2016-08-28 18:00:00,19,8,28,18,16.0,17.0
2016-08-28 19:00:00,41,8,28,19,19.0,16.0
2016-08-28 20:00:00,97,8,28,20,41.0,19.0
2016-08-28 21:00:00,83,8,28,21,97.0,41.0
2016-08-28 22:00:00,48,8,28,22,83.0,97.0
2016-08-28 23:00:00,33,8,28,23,48.0,83.0
2016-08-29 00:00:00,19,8,29,0,33.0,48.0
2016-08-29 01:00:00,15,8,29,1,19.0,33.0
2016-08-29 02:00:00,10,8,29,2,15.0,19.0
2016-08-29 03:00:00,11,8,29,3,10.0,15.0
2016-08-29 04:00:00,6,8,29,4,11.0,10.0
2016-08-29 05:00:00,6,8,29,5,6.0,11.0
2016-08-29 06:00:00,10,8,29,6,6.0,6.0
2016-08-29 07:00:00,14,8,29,7,10.0,6.0
2016-08-29 08:00:00,10,8,29,8,14.0,10.0
2016-08-29 09:00:00,16,8,29,9,10.0,14.0
2016-08-29 10:00:00,23,8,29,10,16.0,10.0
2016-08-29 11:00:00,32,8,29,11,23.0,16.0
2016-08-29 12:00:00,28,8,29,12,32.0,23.0
2016-08-29 13:00:00,23,8,29,13,28.0,32.0
2016-08-29 14:00:00,23,8,29,14,23.0,28.0
2016-08-29 15:00:00,22,8,29,15,23.0,23.0
2016-08-29 16:00:00,22,8,29,16,22.0,23.0
2016-08-29 17:00:00,20,8,29,17,22.0,22.0
2016-08-29 18:00:00,17,8,29,18,20.0,22.0
2016-08-29 19:00:00,21,8,29,19,17.0,20.0
2016-08-29 20:00:00,16,8,29,20,21.0,17.0
2016-08-29 21:00:00,19,8,29,21,16.0,21.0
2016-08-29 22:00:00,18,8,29,22,19.0,16.0
2016-08-29 23:00:00,13,8,29,23,18.0,19.0
2016-08-30 00:00:00,11,8,30,0,13.0,18.0
2016-08-30 01:00:00,11,8,30,1,11.0,13.0
2016-08-30 02:00:00,10,8,30,2,11.0,11.0
2016-08-30 03:00:00,5,8,30,3,10.0,11.0
2016-08-30 04:00:00,5,8,30,4,5.0,10.0
2016-08-30 05:00:00,6,8,30,5,5.0,5.0
2016-08-30 06:00:00,7,8,30,6,6.0,5.0
2016-08-30 07:00:00,6,8,30,7,7.0,6.0
2016-08-30 08:00:00,7,8,30,8,6.0,7.0
2016-08-30 09:00:00,10,8,30,9,7.0,6.0
2016-08-30 10:00:00,14,8,30,10,10.0,7.0
2016-08-30 11:00:00,20,8,30,11,14.0,10.0
2016-08-30 12:00:00,19,8,30,12,20.0,14.0
2016-08-30 13:00:00,12,8,30,13,19.0,20.0
2016-08-30 14:00:00,13,8,30,14,12.0,19.0
2016-08-30 15:00:00,16,8,30,15,13.0,12.0
2016-08-30 16:00:00,15,8,30,16,16.0,13.0
2016-08-30 17:00:00,17,8,30,17,15.0,16.0
2016-08-30 18:00:00,15,8,30,18,17.0,15.0
2016-08-30 19:00:00,14,8,30,19,15.0,17.0
2016-08-30 20:00:00,12,8,30,20,14.0,15.0
2016-08-30 21:00:00,15,8,30,21,12.0,14.0
2016-08-30 22:00:00,15,8,30,22,15.0,12.0
2016-08-30 23:00:00,12,8,30,23,15.0,15.0
2016-08-31 00:00:00,12,8,31,0,12.0,15.0
2016-08-31 01:00:00,10,8,31,1,12.0,12.0
2016-08-31 02:00:00,6,8,31,2,10.0,12.0
2016-08-31 03:00:00,7,8,31,3,6.0,10.0
2016-08-31 04:00:00,6,8,31,4,7.0,6.0
2016-08-31 05:00:00,8,8,31,5,6.0,7.0
2016-08-31 06:00:00,6,8,31,6,8.0,6.0
2016-08-31 07:00:00,6,8,31,7,6.0,8.0
2016-08-31 08:00:00,8,8,31,8,6.0,6.0
2016-08-31 09:00:00,9,8,31,9,8.0,6.0
2016-08-31 10:00:00,13,8,31,10,9.0,8.0
2016-08-31 11:00:00,12,8,31,11,13.0,9.0
2016-08-31 12:00:00,13,8,31,12,12.0,13.0
2016-08-31 13:00:00,9,8,31,13,13.0,12.0
2016-08-31 14:00:00,15,8,31,14,9.0,13.0
2016-08-31 15:00:00,15,8,31,15,15.0,9.0
2016-08-31 16:00:00,13,8,31,16,15.0,15.0
2016-08-31 17:00:00,14,8,31,17,13.0,15.0
2016-08-31 18:00:00,13,8,31,18,14.0,13.0
2016-08-31 19:00:00,12,8,31,19,13.0,14.0
2016-08-31 20:00:00,14,8,31,20,12.0,13.0
2016-08-31 21:00:00,14,8,31,21,14.0,12.0
2016-08-31 22:00:00,15,8,31,22,14.0,14.0
2016-08-31 23:00:00,14,8,31,23,15.0,14.0
2016-09-01 00:00:00,14,9,1,0,14.0,15.0
2016-09-01 01:00:00,15,9,1,1,14.0,14.0
2016-09-01 02:00:00,7,9,1,2,15.0,14.0
2016-09-01 03:00:00,8,9,1,3,7.0,15.0
2016-09-01 04:00:00,5,9,1,4,8.0,7.0
2016-09-01 05:00:00,7,9,1,5,5.0,8.0
2016-09-01 06:00:00,6,9,1,6,7.0,5.0
2016-09-01 07:00:00,7,9,1,7,6.0,7.0
2016-09-01 08:00:00,8,9,1,8,7.0,6.0
2016-09-01 09:00:00,20,9,1,9,8.0,7.0
2016-09-01 10:00:00,23,9,1,10,20.0,8.0
2016-09-01 11:00:00,17,9,1,11,23.0,20.0
2016-09-01 12:00:00,21,9,1,12,17.0,23.0
2016-09-01 13:00:00,23,9,1,13,21.0,17.0
2016-09-01 14:00:00,27,9,1,14,23.0,21.0
2016-09-01 15:00:00,24,9,1,15,27.0,23.0
2016-09-01 16:00:00,20,9,1,16,24.0,27.0
2016-09-01 17:00:00,23,9,1,17,20.0,24.0
2016-09-01 18:00:00,19,9,1,18,23.0,20.0
2016-09-01 19:00:00,23,9,1,19,19.0,23.0
2016-09-01 20:00:00,21,9,1,20,23.0,19.0
2016-09-01 21:00:00,26,9,1,21,21.0,23.0
2016-09-01 22:00:00,39,9,1,22,26.0,21.0
2016-09-01 23:00:00,29,9,1,23,39.0,26.0
2016-09-02 00:00:00,22,9,2,0,29.0,39.0
2016-09-02 01:00:00,15,9,2,1,22.0,29.0
2016-09-02 02:00:00,11,9,2,2,15.0,22.0
2016-09-02 03:00:00,8,9,2,3,11.0,15.0
2016-09-02 04:00:00,3,9,2,4,8.0,11.0
2016-09-02 05:00:00,9,9,2,5,3.0,8.0
2016-09-02 06:00:00,5,9,2,6,9.0,3.0
2016-09-02 07:00:00,7,9,2,7,5.0,9.0
2016-09-02 08:00:00,14,9,2,8,7.0,5.0
2016-09-02 09:00:00,18,9,2,9,14.0,7.0
2016-09-02 10:00:00,23,9,2,10,18.0,14.0
2016-09-02 11:00:00,26,9,2,11,23.0,18.0
2016-09-02 12:00:00,25,9,2,12,26.0,23.0
2016-09-02 13:00:00,24,9,2,13,25.0,26.0
2016-09-02 14:00:00,19,9,2,14,24.0,25.0
2016-09-02 15:00:00,23,9,2,15,19.0,24.0
2016-09-02 16:00:00,19,9,2,16,23.0,19.0
2016-09-02 17:00:00,19,9,2,17,19.0,23.0
2016-09-02 18:00:00,17,9,2,18,19.0,19.0
2016-09-02 19:00:00,21,9,2,19,17.0,19.0
2016-09-02 20:00:00,17,9,2,20,21.0,17.0
2016-09-02 21:00:00,17,9,2,21,17.0,21.0
2016-09-02 22:00:00,19,9,2,22,17.0,17.0
2016-09-02 23:00:00,17,9,2,23,19.0,17.0
2016-09-03 00:00:00,15,9,3,0,17.0,19.0
2016-09-03 01:00:00,11,9,3,1,15.0,17.0
2016-09-03 02:00:00,10,9,3,2,11.0,15.0
2016-09-03 03:00:00,5,9,3,3,10.0,11.0
2016-09-03 04:00:00,4,9,3,4,5.0,10.0
2016-09-03 05:00:00,7,9,3,5,4.0,5.0
2016-09-03 06:00:00,4,9,3,6,7.0,4.0
2016-09-03 07:00:00,5,9,3,7,4.0,7.0
2016-09-03 08:00:00,7,9,3,8,5.0,4.0
2016-09-03 09:00:00,7,9,3,9,7.0,5.0
2016-09-03 10:00:00,13,9,3,10,7.0,7.0
2016-09-03 11:00:00,10,9,3,11,13.0,7.0
2016-09-03 12:00:00,14,9,3,12,10.0,13.0
2016-09-03 13:00:00,16,9,3,13,14.0,10.0
2016-09-03 14:00:00,18,9,3,14,16.0,14.0
2016-09-03 15:00:00,7,9,3,15,18.0,16.0
2016-09-03 16:00:00,11,9,3,16,7.0,18.0
2016-09-03 17:00:00,12,9,3,17,11.0,7.0
2016-09-03 18:00:00,11,9,3,18,12.0,11.0
2016-09-03 19:00:00,15,9,3,19,11.0,12.0
2016-09-03 20:00:00,16,9,3,20,15.0,11.0
2016-09-03 21:00:00,12,9,3,21,16.0,15.0
2016-09-03 22:00:00,13,9,3,22,12.0,16.0
2016-09-03 23:00:00,12,9,3,23,13.0,12.0
2016-09-04 00:00:00,14,9,4,0,12.0,13.0
2016-09-04 01:00:00,8,9,4,1,14.0,12.0
2016-09-04 02:00:00,4,9,4,2,8.0,14.0
2016-09-04 03:00:00,6,9,4,3,4.0,8.0
2016-09-04 04:00:00,7,9,4,4,6.0,4.0
2016-09-04 05:00:00,7,9,4,5,7.0,6.0
2016-09-04 06:00:00,6,9,4,6,7.0,7.0
2016-09-04 07:00:00,7,9,4,7,6.0,7.0
2016-09-04 08:00:00,5,9,4,8,7.0,6.0
2016-09-04 09:00:00,6,9,4,9,5.0,7.0
2016-09-04 10:00:00,11,9,4,10,6.0,5.0
2016-09-04 11:00:00,12,9,4,11,11.0,6.0
2016-09-04 12:00:00,13,9,4,12,12.0,11.0
2016-09-04 13:00:00,11,9,4,13,13.0,12.0
2016-09-04 14:00:00,15,9,4,14,11.0,13.0
2016-09-04 15:00:00,9,9,4,15,15.0,11.0
2016-09-04 16:00:00,13,9,4,16,9.0,15.0
2016-09-04 17:00:00,16,9,4,17,13.0,9.0
2016-09-04 18:00:00,16,9,4,18,16.0,13.0
2016-09-04 19:00:00,13,9,4,19,16.0,16.0
2016-09-04 20:00:00,15,9,4,20,13.0,16.0
2016-09-04 21:00:00,17,9,4,21,15.0,13.0
2016-09-04 22:00:00,17,9,4,22,17.0,15.0
2016-09-04 23:00:00,19,9,4,23,17.0,17.0
2016-09-05 00:00:00,16,9,5,0,19.0,17.0
2016-09-05 01:00:00,12,9,5,1,16.0,19.0
2016-09-05 02:00:00,7,9,5,2,12.0,16.0
2016-09-05 03:00:00,5,9,5,3,7.0,12.0
2016-09-05 04:00:00,9,9,5,4,5.0,7.0
2016-09-05 05:00:00,4,9,5,5,9.0,5.0
2016-09-05 06:00:00,6,9,5,6,4.0,9.0
2016-09-05 07:00:00,11,9,5,7,6.0,4.0
2016-09-05 08:00:00,9,9,5,8,11.0,6.0
2016-09-05 09:00:00,9,9,5,9,9.0,11.0
2016-09-05 10:00:00,15,9,5,10,9.0,9.0
2016-09-05 11:00:00,13,9,5,11,15.0,9.0
2016-09-05 12:00:00,17,9,5,12,13.0,15.0
2016-09-05 13:00:00,15,9,5,13,17.0,13.0
2016-09-05 14:00:00,15,9,5,14,15.0,17.0
2016-09-05 15:00:00,16,9,5,15,15.0,15.0
2016-09-05 16:00:00,16,9,5,16,16.0,15.0
2016-09-05 17:00:00,12,9,5,17,16.0,16.0
2016-09-05 18:00:00,16,9,5,18,12.0,16.0
2016-09-05 19:00:00,17,9,5,19,16.0,12.0
2016-09-05 20:00:00,14,9,5,20,17.0,16.0
2016-09-05 21:00:00,12,9,5,21,14.0,17.0
2016-09-05 22:00:00,13,9,5,22,12.0,14.0
2016-09-05 23:00:00,19,9,5,23,13.0,12.0
2016-09-06 00:00:00,11,9,6,0,19.0,13.0
2016-09-06 01:00:00,10,9,6,1,11.0,19.0
2016-09-06 02:00:00,8,9,6,2,10.0,11.0
2016-09-06 03:00:00,3,9,6,3,8.0,10.0
2016-09-06 04:00:00,5,9,6,4,3.0,8.0
2016-09-06 05:00:00,5,9,6,5,5.0,3.0
2016-09-06 06:00:00,6,9,6,6,5.0,5.0
2016-09-06 07:00:00,6,9,6,7,6.0,5.0
2016-09-06 08:00:00,8,9,6,8,6.0,6.0
2016-09-06 09:00:00,12,9,6,9,8.0,6.0
2016-09-06 10:00:00,11,9,6,10,12.0,8.0
2016-09-06 11:00:00,22,9,6,11,11.0,12.0
2016-09-06 12:00:00,22,9,6,12,22.0,11.0
2016-09-06 13:00:00,18,9,6,13,22.0,22.0
2016-09-06 14:00:00,23,9,6,14,18.0,22.0
2016-09-06 15:00:00,22,9,6,15,23.0,18.0
2016-09-06 16:00:00,17,9,6,16,22.0,23.0
2016-09-06 17:00:00,23,9,6,17,17.0,22.0
2016-09-06 18:00:00,20,9,6,18,23.0,17.0
2016-09-06 19:00:00,16,9,6,19,20.0,23.0
2016-09-06 20:00:00,21,9,6,20,16.0,20.0
2016-09-06 21:00:00,25,9,6,21,21.0,16.0
2016-09-06 22:00:00,26,9,6,22,25.0,21.0
2016-09-06 23:00:00,20,9,6,23,26.0,25.0
2016-09-07 00:00:00,19,9,7,0,20.0,26.0
2016-09-07 01:00:00,14,9,7,1,19.0,20.0
2016-09-07 02:00:00,9,9,7,2,14.0,19.0
2016-09-07 03:00:00,9,9,7,3,9.0,14.0
2016-09-07 04:00:00,8,9,7,4,9.0,9.0
2016-09-07 05:00:00,6,9,7,5,8.0,9.0
2016-09-07 06:00:00,6,9,7,6,6.0,8.0
2016-09-07 07:00:00,7,9,7,7,6.0,6.0
2016-09-07 08:00:00,10,9,7,8,7.0,6.0
2016-09-07 09:00:00,8,9,7,9,10.0,7.0
2016-09-07 10:00:00,15,9,7,10,8.0,10.0
2016-09-07 11:00:00,18,9,7,11,15.0,8.0
2016-09-07 12:00:00,23,9,7,12,18.0,15.0
2016-09-07 13:00:00,22,9,7,13,23.0,18.0
2016-09-07 14:00:00,25,9,7,14,22.0,23.0
2016-09-07 15:00:00,23,9,7,15,25.0,22.0
2016-09-07 16:00:00,24,9,7,16,23.0,25.0
2016-09-07 17:00:00,19,9,7,17,24.0,23.0
2016-09-07 18:00:00,26,9,7,18,19.0,24.0
2016-09-07 19:00:00,22,9,7,19,26.0,19.0
2016-09-07 20:00:00,23,9,7,20,22.0,26.0
2016-09-07 21:00:00,23,9,7,21,23.0,22.0
2016-09-07 22:00:00,25,9,7,22,23.0,23.0
2016-09-07 23:00:00,21,9,7,23,25.0,23.0
2016-09-08 00:00:00,22,9,8,0,21.0,25.0
2016-09-08 01:00:00,11,9,8,1,22.0,21.0
2016-09-08 02:00:00,9,9,8,2,11.0,22.0
2016-09-08 03:00:00,6,9,8,3,9.0,11.0
2016-09-08 04:00:00,6,9,8,4,6.0,9.0
2016-09-08 05:00:00,5,9,8,5,6.0,6.0
2016-09-08 06:00:00,5,9,8,6,5.0,6.0
2016-09-08 07:00:00,11,9,8,7,5.0,5.0
2016-09-08 08:00:00,10,9,8,8,11.0,5.0
2016-09-08 09:00:00,13,9,8,9,10.0,11.0
2016-09-08 10:00:00,14,9,8,10,13.0,10.0
2016-09-08 11:00:00,16,9,8,11,14.0,13.0
2016-09-08 12:00:00,18,9,8,12,16.0,14.0
2016-09-08 13:00:00,17,9,8,13,18.0,16.0
2016-09-08 14:00:00,18,9,8,14,17.0,18.0
2016-09-08 15:00:00,19,9,8,15,18.0,17.0
2016-09-08 16:00:00,19,9,8,16,19.0,18.0
2016-09-08 17:00:00,18,9,8,17,19.0,19.0
2016-09-08 18:00:00,13,9,8,18,18.0,19.0
2016-09-08 19:00:00,15,9,8,19,13.0,18.0
2016-09-08 20:00:00,15,9,8,20,15.0,13.0
2016-09-08 21:00:00,16,9,8,21,15.0,15.0
2016-09-08 22:00:00,11,9,8,22,16.0,15.0
2016-09-08 23:00:00,16,9,8,23,11.0,16.0
2016-09-09 00:00:00,14,9,9,0,16.0,11.0
2016-09-09 01:00:00,9,9,9,1,14.0,16.0
2016-09-09 02:00:00,4,9,9,2,9.0,14.0
2016-09-09 03:00:00,8,9,9,3,4.0,9.0
2016-09-09 04:00:00,3,9,9,4,8.0,4.0
2016-09-09 05:00:00,5,9,9,5,3.0,8.0
2016-09-09 06:00:00,8,9,9,6,5.0,3.0
2016-09-09 07:00:00,9,9,9,7,8.0,5.0
2016-09-09 08:00:00,7,9,9,8,9.0,8.0
2016-09-09 09:00:00,8,9,9,9,7.0,9.0
2016-09-09 10:00:00,18,9,9,10,8.0,7.0
2016-09-09 11:00:00,24,9,9,11,18.0,8.0
2016-09-09 12:00:00,24,9,9,12,24.0,18.0
2016-09-09 13:00:00,22,9,9,13,24.0,24.0
2016-09-09 14:00:00,23,9,9,14,22.0,24.0
